,yr_season,date
942,1999 Aut,Nov 06
943,1999 Aut,Nov 06
944,1999 Aut,Nov 08
945,1999 Aut,Nov 10
946,1999 Aut,Nov 10
947,1999 Aut,Nov 10
948,1999 Aut,Nov 10
949,1999 Aut,Nov 10
950,1999 Aut,Nov 10
951,1999 Win,Nov 24
952,1999 Win,Nov 24
953,1999 Win,Nov 24
954,1999 Win,Dec 01
955,1999 Win,Dec 01
956,1999 Win,Dec 01
957,1999 Win,Dec 01
958,1999 Win,Dec 01
959,1999 Win,Dec 01
960,1999 Win,Dec 06
961,1999 Win,Dec 06
962,1999 Win,Dec 06
963,1999 Win,Dec 08
964,1999 Win,Dec 08
965,1999 Win,Dec 09
966,1999 Win,Dec 09
967,1999 Win,Dec 09
968,1999 Win,Dec 09
969,1999 Win,Dec 09
970,2000 Spr,May 04
971,2000 Spr,May 04
972,2000 Spr,May 04
973,2000 Spr,May 04
974,2000 Spr,May 04
975,2000 Spr,May 05
976,2000 Spr,May 05
977,2000 Spr,May 05
978,2000 Spr,May 05
979,2000 Spr,May 05
980,2000 Spr,May 15
981,2000 Spr,May 15
982,2000 Spr,May 15
983,2000 Aut,Oct 09
984,2000 Aut,Oct 09
985,2000 Aut,Oct 09
986,2000 Aut,Oct 13
987,2000 Aut,Oct 13
988,2000 Aut,Oct 13
989,2000 Aut,Oct 13
990,2000 Aut,Oct 15
991,2000 Aut,Oct 15
992,2000 Aut,Oct 15
993,2000 Aut,Oct 15
994,2000 Aut,Oct 15
995,2000 Aut,Oct 15
996,2000 Aut,Oct 15
997,2000 Aut,Oct 15
998,2000 Aut,Oct 16
999,2000 Aut,Oct 16
1000,2000 Aut,Oct 16
1001,2000 Aut,Oct 16
1002,2000 Aut,Oct 16
1003,2000 Aut,Oct 16
1004,2000 Aut,Oct 16
1005,2000 Aut,Oct 16
1006,2000 Aut,Oct 16
1007,2000 Aut,Oct 16
1008,2000 Aut,Oct 17
1009,2000 Aut,Oct 17
1010,2000 Aut,Oct 18
1011,2000 Aut,Oct 18
1012,2000 Aut,Oct 19
1013,2000 Aut,Oct 19
1014,2000 Aut,Oct 19
1015,2000 Aut,Oct 19
1016,2000 Aut,Oct 19
1017,2000 Aut,Oct 19
1018,2000 Aut,Oct 19
1019,2000 Aut,Oct 19
1020,2000 Aut,Oct 19
1021,2000 Aut,Oct 19
1022,2000 Aut,Oct 19
1023,2000 Aut,Oct 19
1024,2000 Aut,Oct 19
1025,2000 Aut,Oct 19
1026,2000 Aut,Oct 20
1027,2000 Aut,Oct 20
1028,2000 Aut,Oct 21
1029,2000 Aut,Oct 22
1030,2000 Aut,Oct 22
1031,2000 Aut,Oct 22
1032,2000 Aut,Oct 22
1033,2000 Aut,Oct 26
1034,2000 Aut,Oct 26
1035,2000 Aut,Oct 26
1036,2000 Aut,Oct 26
1037,2000 Aut,Oct 26
1038,2000 Aut,Oct 26
1039,2000 Aut,Oct 26
1040,2000 Aut,Oct 27
1041,2000 Aut,Oct 29
1042,2000 Aut,Oct 29
1043,2000 Aut,Oct 30
1044,2000 Aut,Oct 30
1045,2000 Aut,Oct 30
1046,2000 Aut,Oct 30
1047,2000 Aut,Oct 31
1048,2000 Aut,Oct 31
1049,2000 Aut,Oct 31
1050,2000 Aut,Oct 31
1051,2000 Aut,Oct 31
1052,2000 Aut,Oct 31
1053,2000 Aut,Nov 01
1054,2000 Aut,Nov 01
1055,2000 Aut,Nov 06
1056,2000 Aut,Nov 06
1057,2000 Aut,Nov 06
1058,2000 Aut,Nov 06
1059,2000 Aut,Nov 07
1060,2000 Aut,Nov 08
1061,2000 Aut,Nov 08
1062,2000 Aut,Nov 08
1063,2000 Aut,Nov 08
1064,2000 Aut,Nov 08
1065,2000 Aut,Nov 09
1066,2000 Aut,Nov 10
1067,2000 Aut,Nov 10
1068,2000 Aut,Nov 10
1069,2000 Aut,Nov 12
1070,2000 Aut,Nov 12
1071,2000 Aut,Nov 14
1072,2000 Aut,Nov 14
1073,2000 Aut,Nov 15
1074,2000 Aut,Nov 15
1075,2000 Aut,Nov 15
1076,2000 Win,Dec 05
1077,2000 Win,Dec 05
1078,2000 Win,Dec 06
1079,2000 Win,Dec 06
1080,2000 Win,Dec 06
1081,2000 Win,Dec 06
1082,2000 Win,Dec 06
1083,2000 Win,Dec 07
1084,2000 Win,Dec 07
1085,2000 Win,Dec 07
1086,2001 Spr,Apr 28
1087,2001 Spr,Apr 28
1088,2001 Spr,May 03
1089,2001 Spr,May 03
1090,2001 Spr,May 03
1091,2001 Spr,May 03
1092,2001 Spr,May 03
1093,2001 Aut,Oct 12
1094,2001 Aut,Oct 12
1095,2001 Aut,Oct 12
1096,2001 Aut,Oct 12
1097,2001 Aut,Oct 17
1098,2001 Aut,Oct 17
1099,2001 Aut,Oct 17
1100,2001 Aut,Oct 17
1101,2001 Aut,Oct 17
1102,2001 Aut,Oct 17
1103,2001 Aut,Oct 17
1104,2001 Aut,Oct 17
1105,2001 Aut,Oct 17
1106,2001 Aut,Oct 18
1107,2001 Aut,Oct 18
1108,2001 Aut,Oct 18
1109,2001 Aut,Oct 18
1110,2001 Aut,Oct 18
1111,2001 Aut,Oct 18
1112,2001 Aut,Oct 19
1113,2001 Aut,Oct 19
1114,2001 Aut,Oct 19
1115,2001 Aut,Oct 19
1116,2001 Aut,Oct 19
1117,2001 Aut,Oct 19
1118,2001 Aut,Oct 19
1119,2001 Aut,Oct 19
1120,2001 Aut,Oct 19
1121,2001 Aut,Oct 21
1122,2001 Aut,Oct 21
1123,2001 Aut,Oct 21
1124,2001 Aut,Oct 21
1125,2001 Aut,Oct 23
1126,2001 Aut,Oct 23
1127,2001 Aut,Oct 23
1128,2001 Aut,Oct 23
1129,2001 Aut,Oct 23
1130,2001 Aut,Oct 23
1131,2001 Aut,Oct 23
1132,2001 Aut,Oct 23
1133,2001 Aut,Oct 23
1134,2001 Aut,Oct 23
1135,2001 Aut,Oct 23
1136,2001 Aut,Oct 23
1137,2001 Aut,Oct 24
1138,2001 Aut,Oct 24
1139,2001 Aut,Oct 25
1140,2001 Aut,Oct 25
1141,2001 Aut,Oct 25
1142,2001 Aut,Oct 26
1143,2001 Aut,Oct 26
1144,2001 Aut,Oct 26
1145,2001 Aut,Oct 26
1146,2001 Aut,Oct 27
1147,2001 Aut,Oct 28
1148,2001 Aut,Oct 28
1149,2001 Aut,Oct 28
1150,2001 Aut,Oct 28
1151,2001 Aut,Oct 31
1152,2001 Aut,Oct 31
1153,2001 Aut,Oct 31
1154,2001 Aut,Nov 01
1155,2001 Aut,Nov 01
1156,2001 Aut,Nov 01
1157,2001 Aut,Nov 01
1158,2001 Aut,Nov 02
1159,2001 Aut,Nov 02
1160,2001 Aut,Nov 04
1161,2001 Aut,Nov 04
1162,2001 Aut,Nov 04
1163,2001 Aut,Nov 06
1164,2001 Aut,Nov 06
1165,2001 Aut,Nov 06
1166,2001 Aut,Nov 06
1167,2001 Aut,Nov 06
1168,2001 Aut,Nov 06
1169,2001 Aut,Nov 06
1170,2001 Aut,Nov 10
1171,2001 Aut,Nov 10
1172,2001 Aut,Nov 11
1173,2001 Aut,Nov 11
1174,2001 Aut,Nov 11
1175,2001 Aut,Nov 13
1176,2001 Win,Dec 07
1177,2001 Win,Dec 07
1178,2001 Win,Dec 07
1179,2001 Win,Dec 07
1180,2002 Spr,Apr 25
1181,2002 Spr,Apr 25
1182,2002 Aut,Oct 20
1183,2002 Aut,Oct 20
1184,2002 Aut,Oct 20
1185,2002 Aut,Oct 20
1186,2002 Aut,Oct 20
1187,2002 Aut,Oct 20
1188,2002 Aut,Oct 20
1189,2002 Aut,Oct 20
1190,2002 Aut,Oct 20
1191,2002 Aut,Oct 20
1192,2002 Aut,Oct 20
1193,2002 Aut,Oct 20
1194,2002 Aut,Oct 20
1195,2002 Aut,Oct 20
1196,2002 Aut,Oct 20
1197,2002 Aut,Oct 20
1198,2002 Aut,Oct 20
1199,2002 Aut,Oct 21
1200,2002 Aut,Oct 21
1201,2002 Aut,Oct 21
1202,2002 Aut,Oct 21
1203,2002 Aut,Oct 21
1204,2002 Aut,Oct 21
1205,2002 Aut,Oct 21
1206,2002 Aut,Oct 21
1207,2002 Aut,Oct 21
1208,2002 Aut,Oct 21
1209,2002 Aut,Oct 21
1210,2002 Aut,Oct 22
1211,2002 Aut,Oct 22
1212,2002 Aut,Oct 22
1213,2002 Aut,Oct 22
1214,2002 Aut,Oct 22
1215,2002 Aut,Oct 22
1216,2002 Aut,Oct 23
1217,2002 Aut,Oct 23
1218,2002 Aut,Oct 23
1219,2002 Aut,Oct 23
1220,2002 Aut,Oct 24
1221,2002 Aut,Oct 24
1222,2002 Aut,Oct 24
1223,2002 Aut,Oct 24
1224,2002 Aut,Oct 24
1225,2002 Aut,Oct 24
1226,2002 Aut,Oct 24
1227,2002 Aut,Oct 24
1228,2002 Aut,Oct 24
1229,2002 Aut,Oct 24
1230,2002 Aut,Oct 31
1231,2002 Aut,Oct 31
1232,2002 Aut,Oct 31
1233,2002 Aut,Oct 31
1234,2002 Aut,Oct 31
1235,2002 Aut,Oct 31
1236,2002 Aut,Oct 31
1237,2002 Aut,Oct 31
1238,2002 Aut,Nov 01
1239,2002 Aut,Nov 01
1240,2002 Aut,Nov 01
1241,2002 Aut,Nov 02
1242,2002 Aut,Nov 02
1243,2002 Aut,Nov 02
1244,2002 Aut,Nov 02
1245,2002 Aut,Nov 02
1246,2002 Aut,Nov 04
1247,2002 Aut,Nov 05
1248,2002 Aut,Nov 05
1249,2002 Aut,Nov 07
1250,2002 Aut,Nov 07
1251,2002 Aut,Nov 07
1252,2002 Aut,Nov 07
1253,2002 Aut,Nov 07
1254,2002 Aut,Nov 07
1255,2002 Aut,Nov 07
1256,2002 Aut,Nov 07
1257,2002 Aut,Nov 08
1258,2002 Aut,Nov 08
1259,2002 Aut,Nov 08
1260,2002 Aut,Nov 08
1261,2002 Aut,Nov 08
1262,2002 Aut,Nov 08
1263,2002 Aut,Nov 08
1264,2002 Aut,Nov 08
1265,2002 Aut,Nov 08
1266,2002 Aut,Nov 08
1267,2002 Aut,Nov 08
1268,2002 Aut,Nov 09
1269,2002 Aut,Nov 09
1270,2002 Aut,Nov 10
1271,2002 Aut,Nov 10
1272,2002 Aut,Nov 10
1273,2002 Aut,Nov 10
1274,2002 Aut,Nov 11
1275,2002 Aut,Nov 11
1276,2002 Aut,Nov 11
1277,2002 Aut,Nov 11
1278,2002 Aut,Nov 12
1279,2002 Aut,Nov 12
1280,2002 Aut,Nov 12
1281,2002 Aut,Nov 12
1282,2002 Aut,Nov 12
1283,2002 Aut,Nov 12
1284,2002 Aut,Nov 12
1285,2002 Aut,Nov 13
1286,2002 Aut,Nov 14
1287,2002 Aut,Nov 16
1288,2002 Aut,Nov 16
1289,2002 Aut,Nov 17
1290,2002 Aut,Nov 17
1291,2002 Aut,Nov 18
1292,2002 Aut,Nov 18
1293,2002 Aut,Nov 22
1294,2002 Aut,Nov 22
1295,2002 Win,Nov 29
1296,2002 Win,Nov 29
1297,2002 Win,Dec 02
1298,2002 Win,Dec 02
1299,2002 Win,Dec 02
1300,2002 Win,Dec 04
1301,2002 Win,Dec 04
1302,2002 Win,Dec 04
1303,2002 Win,Dec 04
1304,2002 Win,Dec 04
1305,2002 Win,Dec 04
1306,2002 Win,Dec 04
1307,2002 Win,Dec 06
1308,2002 Win,Dec 06
1309,2002 Win,Dec 06
1310,2002 Win,Dec 06
1311,2003 Spr,May 10
1312,2003 Spr,May 10
1313,2003 Spr,May 10
1314,2003 Spr,May 11
1315,2003 Spr,May 11
1316,2003 Spr,May 11
1317,2003 Spr,May 11
1318,2003 Spr,May 11
1319,2003 Spr,May 11
1320,2003 Spr,May 11
1321,2003 Spr,May 11
1322,2003 Spr,May 12
1323,2003 Spr,May 12
1324,2003 Spr,May 13
1325,2003 Spr,May 13
1326,2003 Spr,May 13
1327,2003 Spr,May 14
1328,2003 Spr,May 14
1329,2003 Spr,May 19
1330,2003 Spr,May 19
1331,2003 Spr,May 19
1332,2003 Spr,May 20
1333,2003 Spr,May 20
1334,2003 Spr,May 20
1335,2003 Spr,May 20
1336,2003 Spr,May 20
1337,2003 Spr,May 22
1338,2003 Spr,May 22
1339,2003 Spr,May 22
1340,2003 Spr,May 22
1341,2003 Aut,Oct 17
1342,2003 Aut,Oct 17
1343,2003 Aut,Oct 17
1344,2003 Aut,Oct 17
1345,2003 Aut,Oct 17
1346,2003 Aut,Oct 17
1347,2003 Aut,Oct 17
1348,2003 Aut,Oct 17
1349,2003 Aut,Oct 17
1350,2003 Aut,Oct 17
1351,2003 Aut,Oct 17
1352,2003 Aut,Oct 18
1353,2003 Aut,Oct 18
1354,2003 Aut,Oct 18
1355,2003 Aut,Oct 18
1356,2003 Aut,Oct 18
1357,2003 Aut,Oct 18
1358,2003 Aut,Oct 18
1359,2003 Aut,Oct 18
1360,2003 Aut,Oct 18
1361,2003 Aut,Oct 18
1362,2003 Aut,Oct 18
1363,2003 Aut,Oct 18
1364,2003 Aut,Oct 18
1365,2003 Aut,Oct 19
1366,2003 Aut,Oct 19
1367,2003 Aut,Oct 19
1368,2003 Aut,Oct 20
1369,2003 Aut,Oct 20
1370,2003 Aut,Oct 20
1371,2003 Aut,Oct 21
1372,2003 Aut,Oct 21
1373,2003 Aut,Oct 21
1374,2003 Aut,Oct 22
1375,2003 Aut,Oct 22
1376,2003 Aut,Oct 22
1377,2003 Aut,Oct 22
1378,2003 Aut,Oct 22
1379,2003 Aut,Oct 22
1380,2003 Aut,Oct 23
1381,2003 Aut,Oct 23
1382,2003 Aut,Oct 23
1383,2003 Aut,Oct 23
1384,2003 Aut,Oct 23
1385,2003 Aut,Oct 23
1386,2003 Aut,Oct 23
1387,2003 Aut,Oct 23
1388,2003 Aut,Oct 23
1389,2003 Aut,Oct 23
1390,2003 Aut,Oct 23
1391,2003 Aut,Nov 01
1392,2003 Aut,Nov 01
1393,2003 Aut,Nov 01
1394,2003 Aut,Nov 01
1395,2003 Aut,Nov 01
1396,2003 Aut,Nov 01
1397,2003 Aut,Nov 02
1398,2003 Aut,Nov 02
1399,2003 Aut,Nov 02
1400,2003 Aut,Nov 03
1401,2003 Aut,Nov 03
1402,2003 Aut,Nov 03
1403,2003 Aut,Nov 03
1404,2003 Aut,Nov 03
1405,2003 Aut,Nov 03
1406,2003 Aut,Nov 03
1407,2003 Aut,Nov 03
1408,2003 Aut,Nov 03
1409,2003 Aut,Nov 03
1410,2003 Aut,Nov 04
1411,2003 Aut,Nov 04
1412,2003 Aut,Nov 04
1413,2003 Aut,Nov 04
1414,2003 Aut,Nov 04
1415,2003 Aut,Nov 04
1416,2003 Aut,Nov 07
1417,2003 Aut,Nov 07
1418,2003 Aut,Nov 07
1419,2003 Aut,Nov 07
1420,2003 Aut,Nov 08
1421,2003 Aut,Nov 08
1422,2003 Aut,Nov 08
1423,2003 Aut,Nov 08
1424,2003 Aut,Nov 09
1425,2003 Aut,Nov 09
1426,2003 Aut,Nov 09
1427,2003 Aut,Nov 09
1428,2003 Aut,Nov 09
1429,2003 Aut,Nov 09
1430,2003 Aut,Nov 09
1431,2003 Aut,Nov 09
1432,2003 Aut,Nov 09
1433,2003 Aut,Nov 10
1434,2003 Aut,Nov 10
1435,2003 Aut,Nov 10
1436,2003 Aut,Nov 10
1437,2003 Aut,Nov 10
1438,2003 Aut,Nov 10
1439,2003 Aut,Nov 11
1440,2003 Aut,Nov 11
1441,2003 Aut,Nov 11
1442,2003 Aut,Nov 12
1443,2003 Aut,Nov 12
1444,2003 Aut,Nov 12
1445,2003 Aut,Nov 12
1446,2003 Aut,Nov 12
1447,2003 Aut,Nov 12
1448,2003 Aut,Nov 14
1449,2003 Aut,Nov 14
1450,2003 Aut,Nov 14
1451,2003 Aut,Nov 14
1452,2003 Aut,Nov 14
1453,2003 Aut,Nov 14
1454,2003 Aut,Nov 14
1455,2003 Aut,Nov 14
1456,2003 Aut,Nov 14
1457,2003 Aut,Nov 14
1458,2003 Aut,Nov 17
1459,2003 Aut,Nov 23
1460,2003 Aut,Nov 23
1461,2003 Aut,Nov 23
1462,2003 Aut,Nov 26
1463,2003 Aut,Nov 26
1464,2003 Aut,Nov 26
1465,2003 Aut,Nov 26
1466,2003 Aut,Nov 26
1467,2003 Aut,Dec 01
1468,2003 Aut,Dec 01
1469,2003 Aut,Dec 01
1470,2003 Aut,Dec 01
1471,2003 Aut,Dec 01
1472,2003 Win,Dec 06
1473,2003 Win,Dec 09
1474,2003 Win,Dec 09
1475,2003 Win,Dec 09
1476,2003 Win,Dec 09
1477,2003 Win,Dec 09
1478,2003 Win,Dec 09
1479,2003 Win,Dec 20
1480,2003 Win,Dec 20
1481,2003 Win,Dec 20
1482,2003 Win,Jan 20
1483,2003 Win,Jan 20
1484,2003 Win,Jan 21
1485,2003 Win,Jan 21
1486,2003 Win,Jan 21
1487,2004 Spr,Mar 14
1488,2004 Spr,Mar 14
1489,2004 Spr,Mar 14
1490,2004 Spr,Mar 14
1491,2004 Spr,Mar 14
1492,2004 Spr,Mar 15
1493,2004 Spr,Mar 15
1494,2004 Spr,Mar 15
1495,2004 Spr,Mar 15
1496,2004 Spr,Mar 15
1497,2004 Spr,Mar 16
1498,2004 Spr,Mar 16
1499,2004 Spr,Mar 16
1500,2004 Spr,Apr 14
1501,2004 Spr,Apr 14
1502,2004 Spr,Apr 14
1503,2004 Spr,Apr 21
1504,2004 Spr,Apr 21
1505,2004 Spr,May 14
1506,2004 Spr,May 14
1507,2004 Spr,May 14
1508,2004 Spr,May 14
1509,2004 Spr,May 14
1510,2004 Aut,Oct 17
1511,2004 Aut,Oct 17
1512,2004 Aut,Oct 18
1513,2004 Aut,Oct 18
1514,2004 Aut,Oct 18
1515,2004 Aut,Oct 18
1516,2004 Aut,Oct 18
1517,2004 Aut,Oct 18
1518,2004 Aut,Oct 18
1519,2004 Aut,Oct 19
1520,2004 Aut,Oct 19
1521,2004 Aut,Oct 19
1522,2004 Aut,Oct 19
1523,2004 Aut,Oct 19
1524,2004 Aut,Oct 19
1525,2004 Aut,Oct 19
1526,2004 Aut,Oct 19
1527,2004 Aut,Oct 19
1528,2004 Aut,Oct 19
1529,2004 Aut,Oct 19
1530,2004 Aut,Oct 19
1531,2004 Aut,Oct 19
1532,2004 Aut,Oct 19
1533,2004 Aut,Oct 20
1534,2004 Aut,Oct 20
1535,2004 Aut,Oct 20
1536,2004 Aut,Oct 20
1537,2004 Aut,Oct 20
1538,2004 Aut,Oct 20
1539,2004 Aut,Oct 21
1540,2004 Aut,Oct 21
1541,2004 Aut,Oct 21
1542,2004 Aut,Oct 21
1543,2004 Aut,Oct 21
1544,2004 Aut,Oct 21
1545,2004 Aut,Oct 21
1546,2004 Aut,Oct 21
1547,2004 Aut,Oct 21
1548,2004 Aut,Oct 21
1549,2004 Aut,Oct 21
1550,2004 Aut,Oct 22
1551,2004 Aut,Oct 22
1552,2004 Aut,Oct 22
1553,2004 Aut,Oct 22
1554,2004 Aut,Oct 22
1555,2004 Aut,Oct 22
1556,2004 Aut,Oct 22
1557,2004 Aut,Oct 22
1558,2004 Aut,Oct 22
1559,2004 Aut,Oct 22
1560,2004 Aut,Oct 22
1561,2004 Aut,Oct 22
1562,2004 Aut,Oct 22
1563,2004 Aut,Oct 22
1564,2004 Aut,Oct 22
1565,2004 Aut,Oct 22
1566,2004 Aut,Oct 22
1567,2004 Aut,Oct 22
1568,2004 Aut,Oct 22
1569,2004 Aut,Oct 22
1570,2004 Aut,Oct 22
1571,2004 Aut,Oct 22
1572,2004 Aut,Oct 22
1573,2004 Aut,Oct 22
1574,2004 Aut,Oct 22
1575,2004 Aut,Oct 23
1576,2004 Aut,Oct 23
1577,2004 Aut,Oct 23
1578,2004 Aut,Oct 23
1579,2004 Aut,Oct 23
1580,2004 Aut,Oct 23
1581,2004 Aut,Oct 23
1582,2004 Aut,Oct 23
1583,2004 Aut,Oct 23
1584,2004 Aut,Oct 24
1585,2004 Aut,Oct 24
1586,2004 Aut,Oct 24
1587,2004 Aut,Oct 24
1588,2004 Aut,Oct 24
1589,2004 Aut,Oct 24
1590,2004 Aut,Oct 24
1591,2004 Aut,Oct 25
1592,2004 Aut,Oct 25
1593,2004 Aut,Oct 25
1594,2004 Aut,Oct 25
1595,2004 Aut,Oct 25
1596,2004 Aut,Oct 25
1597,2004 Aut,Oct 25
1598,2004 Aut,Oct 25
1599,2004 Aut,Oct 25
1600,2004 Aut,Oct 26
1601,2004 Aut,Oct 26
1602,2004 Aut,Oct 26
1603,2004 Aut,Oct 26
1604,2004 Aut,Oct 26
1605,2004 Aut,Oct 26
1606,2004 Aut,Oct 26
1607,2004 Aut,Oct 27
1608,2004 Aut,Oct 27
1609,2004 Aut,Oct 27
1610,2004 Aut,Oct 27
1611,2004 Aut,Oct 27
1612,2004 Aut,Oct 27
1613,2004 Aut,Oct 27
1614,2004 Aut,Oct 27
1615,2004 Aut,Oct 28
1616,2004 Aut,Oct 28
1617,2004 Aut,Oct 29
1618,2004 Aut,Oct 29
1619,2004 Aut,Oct 30
1620,2004 Aut,Oct 30
1621,2004 Aut,Oct 30
1622,2004 Aut,Oct 30
1623,2004 Aut,Oct 30
1624,2004 Aut,Oct 30
1625,2004 Aut,Oct 31
1626,2004 Aut,Oct 31
1627,2004 Aut,Oct 31
1628,2004 Aut,Oct 31
1629,2004 Aut,Oct 31
1630,2004 Aut,Oct 31
1631,2004 Aut,Nov 01
1632,2004 Aut,Nov 01
1633,2004 Aut,Nov 01
1634,2004 Aut,Nov 02
1635,2004 Aut,Nov 02
1636,2004 Aut,Nov 02
1637,2004 Aut,Nov 02
1638,2004 Aut,Nov 02
1639,2004 Aut,Nov 02
1640,2004 Aut,Nov 02
1641,2004 Aut,Nov 02
1642,2004 Aut,Nov 03
1643,2004 Aut,Nov 03
1644,2004 Aut,Nov 03
1645,2004 Aut,Nov 03
1646,2004 Aut,Nov 03
1647,2004 Aut,Nov 03
1648,2004 Aut,Nov 03
1649,2004 Aut,Nov 04
1650,2004 Aut,Nov 04
1651,2004 Aut,Nov 04
1652,2004 Aut,Nov 04
1653,2004 Aut,Nov 04
1654,2004 Aut,Nov 04
1655,2004 Aut,Nov 04
1656,2004 Aut,Nov 04
1657,2004 Aut,Nov 04
1658,2004 Aut,Nov 04
1659,2004 Aut,Nov 04
1660,2004 Aut,Nov 04
1661,2004 Aut,Nov 04
1662,2004 Aut,Nov 04
1663,2004 Aut,Nov 06
1664,2004 Aut,Nov 06
1665,2004 Aut,Nov 06
1666,2004 Aut,Nov 06
1667,2004 Aut,Nov 06
1668,2004 Aut,Nov 06
1669,2004 Aut,Nov 06
1670,2004 Aut,Nov 06
1671,2004 Aut,Nov 06
1672,2004 Aut,Nov 06
1673,2004 Aut,Nov 07
1674,2004 Aut,Nov 07
1675,2004 Aut,Nov 07
1676,2004 Aut,Nov 07
1677,2004 Aut,Nov 07
1678,2004 Aut,Nov 07
1679,2004 Aut,Nov 07
1680,2004 Aut,Nov 07
1681,2004 Aut,Nov 08
1682,2004 Aut,Nov 08
1683,2004 Aut,Nov 08
1684,2004 Aut,Nov 15
1685,2004 Aut,Nov 15
1686,2004 Aut,Nov 17
1687,2004 Aut,Nov 19
1688,2004 Aut,Nov 19
1689,2004 Aut,Nov 20
1690,2004 Aut,Nov 20
1691,2004 Aut,Nov 20
1692,2004 Aut,Nov 22
1693,2004 Aut,Nov 22
1694,2004 Aut,Nov 22
1695,2004 Aut,Nov 22
1696,2004 Aut,Nov 22
1697,2004 Aut,Nov 22
1698,2004 Aut,Nov 25
1699,2004 Aut,Nov 25
1700,2004 Aut,Nov 25
1701,2004 Aut,Nov 25
1702,2004 Aut,Nov 26
1703,2004 Aut,Nov 26
1704,2004 Aut,Nov 26
1705,2004 Aut,Nov 26
1706,2004 Aut,Nov 26
1707,2004 Aut,Nov 27
1708,2004 Aut,Nov 29
1709,2004 Aut,Nov 29
1710,2004 Aut,Nov 29
1711,2004 Win,Nov 29
1712,2004 Win,Nov 29
1713,2004 Win,Nov 29
1714,2004 Win,Dec 04
1715,2004 Win,Dec 04
1716,2004 Win,Dec 04
1717,2004 Win,Dec 04
1718,2004 Win,Dec 04
1719,2004 Win,Dec 04
1720,2004 Win,Dec 04
1721,2004 Win,Dec 04
1722,2004 Win,Dec 04
1723,2004 Win,Dec 05
1724,2004 Win,Dec 05
1725,2004 Win,Dec 05
1726,2004 Win,Dec 06
1727,2004 Win,Dec 06
1728,2004 Win,Dec 18
1729,2004 Win,Dec 18
1730,2004 Win,Dec 18
1731,2004 Win,Dec 18
1732,2004 Win,Dec 18
1733,2004 Win,Dec 18
1734,2004 Win,Dec 18
1735,2004 Win,Dec 24
1736,2004 Win,Dec 24
1737,2004 Win,Dec 24
1738,2004 Win,Dec 24
1739,2004 Win,Dec 24
1740,2004 Win,Dec 24
1741,2004 Win,Dec 24
1742,2005 Spr,Apr 27
1743,2005 Spr,Apr 27
1744,2005 Spr,Apr 27
1745,2005 Spr,Apr 27
1746,2005 Spr,May 10
1747,2005 Spr,May 10
1748,2005 Spr,May 10
1749,2005 Spr,May 10
1750,2005 Spr,May 10
1751,2005 Spr,May 10
1752,2005 Spr,May 15
1753,2005 Spr,May 15
1754,2005 Spr,May 15
1755,2005 Aut,Oct 17
1756,2005 Aut,Oct 17
1757,2005 Aut,Oct 17
1758,2005 Aut,Oct 17
1759,2005 Aut,Oct 17
1760,2005 Aut,Oct 17
1761,2005 Aut,Oct 17
1762,2005 Aut,Oct 17
1763,2005 Aut,Oct 17
1764,2005 Aut,Oct 17
1765,2005 Aut,Oct 17
1766,2005 Aut,Oct 17
1767,2005 Aut,Oct 17
1768,2005 Aut,Oct 17
1769,2005 Aut,Oct 17
1770,2005 Aut,Oct 17
1771,2005 Aut,Oct 19
1772,2005 Aut,Oct 19
1773,2005 Aut,Oct 19
1774,2005 Aut,Oct 19
1775,2005 Aut,Oct 19
1776,2005 Aut,Oct 19
1777,2005 Aut,Oct 20
1778,2005 Aut,Oct 20
1779,2005 Aut,Oct 20
1780,2005 Aut,Oct 20
1781,2005 Aut,Oct 20
1782,2005 Aut,Oct 20
1783,2005 Aut,Oct 20
1784,2005 Aut,Oct 20
1785,2005 Aut,Oct 20
1786,2005 Aut,Oct 20
1787,2005 Aut,Oct 21
1788,2005 Aut,Oct 21
1789,2005 Aut,Oct 21
1790,2005 Aut,Oct 21
1791,2005 Aut,Oct 22
1792,2005 Aut,Oct 22
1793,2005 Aut,Oct 22
1794,2005 Aut,Oct 22
1795,2005 Aut,Oct 22
1796,2005 Aut,Oct 22
1797,2005 Aut,Oct 22
1798,2005 Aut,Oct 22
1799,2005 Aut,Oct 22
1800,2005 Aut,Oct 22
1801,2005 Aut,Oct 23
1802,2005 Aut,Oct 23
1803,2005 Aut,Oct 23
1804,2005 Aut,Oct 23
1805,2005 Aut,Oct 23
1806,2005 Aut,Oct 23
1807,2005 Aut,Oct 23
1808,2005 Aut,Oct 23
1809,2005 Aut,Oct 23
1810,2005 Aut,Oct 23
1811,2005 Aut,Oct 23
1812,2005 Aut,Oct 23
1813,2005 Aut,Oct 23
1814,2005 Aut,Oct 23
1815,2005 Aut,Oct 23
1816,2005 Aut,Oct 23
1817,2005 Aut,Oct 23
1818,2005 Aut,Oct 23
1819,2005 Aut,Oct 23
1820,2005 Aut,Oct 24
1821,2005 Aut,Oct 24
1822,2005 Aut,Oct 24
1823,2005 Aut,Oct 24
1824,2005 Aut,Oct 24
1825,2005 Aut,Oct 25
1826,2005 Aut,Oct 25
1827,2005 Aut,Oct 25
1828,2005 Aut,Oct 25
1829,2005 Aut,Oct 25
1830,2005 Aut,Oct 25
1831,2005 Aut,Oct 25
1832,2005 Aut,Oct 25
