,yr_season,date
13732,2005 Spr,May 30
13733,2005 Spr,May 30
13734,2005 Spr,May 30
13735,2005 Spr,May 30
13736,2005 Spr,May 30
13737,2005 Spr,May 30
13738,2005 Spr,May 30
13739,2005 Spr,May 30
13740,2005 Spr,May 30
13741,2005 Spr,May 30
13742,2005 Spr,May 30
13743,2005 Spr,May 30
13744,2005 Spr,May 30
13745,2005 Spr,May 30
13746,2005 Spr,May 30
13747,2005 Spr,May 30
13748,2005 Spr,May 30
13749,2005 Spr,May 30
13750,2005 Spr,May 30
13751,2005 Spr,May 30
13752,2005 Spr,May 30
13753,2005 Spr,May 30
13754,2005 Spr,May 30
13755,2005 Spr,May 30
13756,2005 Spr,May 30
13757,2005 Spr,May 30
13758,2005 Spr,May 30
13759,2005 Spr,May 30
13760,2005 Spr,May 30
13761,2005 Spr,May 30
13762,2005 Spr,May 30
13763,2005 Spr,May 30
13764,2005 Spr,May 30
13765,2005 Spr,May 30
13766,2005 Spr,May 30
13767,2005 Spr,May 30
13768,2005 Spr,May 30
13769,2005 Spr,May 30
13770,2005 Spr,May 30
13771,2005 Spr,May 30
13772,2005 Spr,May 30
13773,2005 Spr,May 30
13774,2005 Spr,May 30
13775,2005 Spr,May 30
13776,2005 Spr,May 30
13777,2005 Spr,May 30
13778,2005 Spr,May 30
13779,2005 Spr,May 30
13780,2005 Spr,May 30
13781,2005 Spr,May 30
13782,2005 Spr,May 30
13783,2005 Spr,May 30
13784,2005 Spr,May 30
13785,2005 Spr,May 30
13786,2005 Spr,May 30
13787,2005 Spr,May 30
13788,2005 Spr,May 30
13789,2005 Spr,May 30
13790,2005 Spr,May 30
13791,2005 Spr,May 30
13792,2005 Spr,May 30
13793,2005 Spr,May 30
13794,2005 Spr,May 30
13795,2005 Spr,May 30
13796,2005 Spr,May 30
13797,2005 Spr,May 30
13798,2005 Spr,May 30
13799,2005 Spr,May 30
13800,2005 Spr,May 30
13801,2005 Spr,May 30
13802,2005 Spr,May 30
13803,2005 Spr,May 30
13804,2005 Spr,May 30
13805,2005 Spr,May 30
13806,2005 Spr,May 30
13807,2005 Spr,May 31
13808,2005 Spr,May 31
13809,2005 Spr,May 31
13810,2005 Spr,May 31
13811,2005 Spr,May 31
13812,2005 Spr,May 31
13813,2005 Spr,May 31
13814,2005 Spr,May 31
13815,2005 Spr,May 31
13816,2005 Spr,May 31
13817,2005 Spr,May 31
13818,2005 Spr,May 31
13819,2005 Spr,May 31
13820,2005 Spr,May 31
13821,2005 Spr,May 31
13822,2005 Spr,May 31
13823,2005 Spr,May 31
13824,2005 Spr,May 31
13825,2005 Spr,May 31
13826,2005 Spr,May 31
13827,2005 Spr,May 31
13828,2005 Spr,May 31
13829,2005 Spr,May 31
13830,2005 Spr,May 31
13831,2005 Spr,May 31
13832,2005 Spr,May 31
13833,2005 Spr,May 31
13834,2005 Spr,May 31
13835,2005 Spr,May 31
13836,2005 Spr,Jun 01
13837,2005 Spr,Jun 02
13838,2005 Spr,Jun 02
13839,2005 Spr,Jun 02
13840,2005 Spr,Jun 02
13841,2005 Spr,Jun 02
13842,2005 Spr,Jun 02
13843,2005 Spr,Jun 02
13844,2005 Spr,Jun 02
13845,2005 Spr,Jun 02
13846,2005 Spr,Jun 02
13847,2005 Spr,Jun 02
13848,2005 Spr,Jun 02
13849,2005 Spr,Jun 02
13850,2005 Spr,Jun 02
13851,2005 Spr,Jun 02
13852,2005 Spr,Jun 02
13853,2005 Spr,Jun 02
13854,2005 Spr,Jun 02
13855,2005 Spr,Jun 02
13856,2005 Spr,Jun 02
13857,2005 Spr,Jun 02
13858,2005 Spr,Jun 02
13859,2005 Spr,Jun 02
13860,2005 Spr,Jun 02
13861,2005 Spr,Jun 02
13862,2005 Spr,Jun 02
13863,2005 Spr,Jun 02
13864,2005 Spr,Jun 02
13865,2005 Spr,Jun 02
13866,2005 Spr,Jun 02
13867,2005 Spr,Jun 02
13868,2005 Spr,Jun 02
13869,2005 Spr,Jun 02
13870,2005 Spr,Jun 02
13871,2005 Spr,Jun 02
13872,2005 Spr,Jun 02
13873,2005 Spr,Jun 02
13874,2005 Spr,Jun 02
13875,2005 Spr,Jun 02
13876,2005 Spr,Jun 02
13877,2005 Spr,Jun 02
13878,2005 Spr,Jun 02
13879,2005 Spr,Jun 02
13880,2005 Spr,Jun 02
13881,2005 Spr,Jun 02
13882,2005 Spr,Jun 02
13883,2005 Spr,Jun 02
13884,2005 Spr,Jun 02
13885,2005 Spr,Jun 02
13886,2005 Spr,Jun 02
13887,2005 Spr,Jun 02
13888,2005 Spr,Jun 02
13889,2005 Spr,Jun 02
13890,2005 Spr,Jun 02
13891,2005 Spr,Jun 03
13892,2005 Spr,Jun 03
13893,2005 Spr,Jun 03
13894,2005 Spr,Jun 03
13895,2005 Spr,Jun 03
13896,2005 Spr,Jun 04
13897,2005 Spr,Jun 04
13898,2005 Spr,Jun 04
13899,2005 Spr,Jun 04
13900,2005 Spr,Jun 04
13901,2005 Spr,Jun 04
13902,2005 Spr,Jun 04
13903,2005 Spr,Jun 04
13904,2005 Spr,Jun 04
13905,2005 Spr,Jun 04
13906,2005 Spr,Jun 04
13907,2005 Spr,Jun 04
13908,2005 Spr,Jun 04
13909,2005 Spr,Jun 04
13910,2005 Spr,Jun 04
13911,2005 Spr,Jun 04
13912,2005 Spr,Jun 04
13913,2005 Spr,Jun 04
13914,2005 Spr,Jun 04
13915,2005 Spr,Jun 04
13916,2005 Spr,Jun 04
13917,2005 Spr,Jun 04
13918,2005 Spr,Jun 04
13919,2005 Spr,Jun 04
13920,2005 Spr,Jun 04
13921,2005 Spr,Jun 04
13922,2005 Spr,Jun 04
13923,2005 Spr,Jun 04
13924,2005 Spr,Jun 04
13925,2005 Spr,Jun 04
13926,2005 Spr,Jun 04
13927,2005 Spr,Jun 04
13928,2005 Spr,Jun 04
13929,2005 Spr,Jun 04
13930,2005 Spr,Jun 04
13931,2005 Spr,Jun 04
13932,2005 Spr,Jun 04
13933,2005 Spr,Jun 04
13934,2005 Spr,Jun 05
13935,2005 Spr,Jun 05
13936,2005 Spr,Jun 05
13937,2005 Spr,Jun 05
13938,2005 Spr,Jun 05
13939,2005 Spr,Jun 05
13940,2005 Spr,Jun 05
13941,2005 Spr,Jun 05
13942,2005 Spr,Jun 05
13943,2005 Spr,Jun 05
13944,2005 Spr,Jun 05
13945,2005 Spr,Jun 05
13946,2005 Spr,Jun 05
13947,2005 Spr,Jun 05
13948,2005 Spr,Jun 05
13949,2005 Spr,Jun 05
13950,2005 Spr,Jun 05
13951,2005 Spr,Jun 05
13952,2005 Spr,Jun 05
13953,2005 Spr,Jun 05
13954,2005 Spr,Jun 05
13955,2005 Spr,Jun 05
13956,2006 Spr,Apr 30
13957,2006 Spr,Apr 30
13958,2006 Spr,Apr 30
13959,2006 Spr,Apr 30
13960,2006 Spr,Apr 30
13961,2006 Spr,Apr 30
13962,2006 Spr,May 11
13963,2006 Spr,May 11
13964,2006 Spr,May 11
13965,2006 Spr,May 11
13966,2006 Spr,May 11
13967,2006 Spr,May 11
13968,2006 Spr,May 11
13969,2006 Spr,May 11
13970,2006 Spr,May 11
13971,2006 Spr,May 11
13972,2006 Spr,May 11
13973,2006 Spr,May 11
13974,2006 Spr,May 13
13975,2006 Spr,May 13
13976,2006 Spr,May 14
13977,2006 Spr,May 14
13978,2006 Spr,May 14
13979,2006 Spr,May 14
13980,2006 Spr,May 14
13981,2006 Spr,May 14
13982,2006 Spr,May 14
13983,2006 Spr,May 14
13984,2006 Spr,May 14
13985,2006 Spr,May 14
13986,2006 Spr,May 14
13987,2006 Spr,May 14
13988,2006 Spr,May 14
13989,2006 Spr,May 14
13990,2006 Spr,May 14
13991,2006 Spr,May 14
13992,2006 Spr,May 14
13993,2006 Spr,May 14
13994,2006 Spr,May 14
13995,2006 Spr,May 14
13996,2006 Spr,May 14
13997,2006 Spr,May 14
13998,2006 Spr,May 14
13999,2006 Spr,May 14
14000,2006 Spr,May 14
14001,2006 Spr,May 14
14002,2006 Spr,May 14
14003,2006 Spr,May 14
14004,2006 Spr,May 14
14005,2006 Spr,May 14
14006,2006 Spr,May 14
14007,2006 Spr,May 14
14008,2006 Spr,May 14
14009,2006 Spr,May 14
14010,2006 Spr,May 14
14011,2006 Spr,May 14
14012,2006 Spr,May 14
14013,2006 Spr,May 15
14014,2006 Spr,May 15
14015,2006 Spr,May 15
14016,2006 Spr,May 15
14017,2006 Spr,May 15
14018,2006 Spr,May 15
14019,2006 Spr,May 15
14020,2006 Spr,May 15
14021,2006 Spr,May 15
14022,2006 Spr,May 15
14023,2006 Spr,May 15
14024,2006 Spr,May 15
14025,2006 Spr,May 15
14026,2006 Spr,May 15
14027,2006 Spr,May 15
14028,2006 Spr,May 15
14029,2006 Spr,May 15
14030,2006 Spr,May 15
14031,2006 Spr,May 15
14032,2006 Spr,May 15
14033,2006 Spr,May 15
14034,2006 Spr,May 15
14035,2006 Spr,May 15
14036,2006 Spr,May 15
14037,2006 Spr,May 15
14038,2006 Spr,May 15
14039,2006 Spr,May 15
14040,2006 Spr,May 15
14041,2006 Spr,May 15
14042,2006 Spr,May 15
14043,2006 Spr,May 15
14044,2006 Spr,May 15
14045,2006 Spr,May 15
14046,2006 Spr,May 16
14047,2006 Spr,May 16
14048,2006 Spr,May 16
14049,2006 Spr,May 16
14050,2006 Spr,May 16
14051,2006 Spr,May 16
14052,2006 Spr,May 16
14053,2006 Spr,May 16
14054,2006 Spr,May 16
14055,2006 Spr,May 16
14056,2006 Spr,May 16
14057,2006 Spr,May 16
14058,2006 Spr,May 16
14059,2006 Spr,May 16
14060,2006 Spr,May 16
14061,2006 Spr,May 16
14062,2006 Spr,May 16
14063,2006 Spr,May 16
14064,2006 Spr,May 16
14065,2006 Spr,May 16
14066,2006 Spr,May 16
14067,2006 Spr,May 16
14068,2006 Spr,May 16
14069,2006 Spr,May 16
14070,2006 Spr,May 16
14071,2006 Spr,May 16
14072,2006 Spr,May 16
14073,2006 Spr,May 16
14074,2006 Spr,May 16
14075,2006 Spr,May 16
14076,2006 Spr,May 16
14077,2006 Spr,May 17
14078,2006 Spr,May 17
14079,2006 Spr,May 17
14080,2006 Spr,May 17
14081,2006 Spr,May 17
14082,2006 Spr,May 17
14083,2006 Spr,May 17
14084,2006 Spr,May 17
14085,2006 Spr,May 17
14086,2006 Spr,May 17
14087,2006 Spr,May 17
14088,2006 Spr,May 17
14089,2006 Spr,May 17
14090,2006 Spr,May 17
14091,2006 Spr,May 17
14092,2006 Spr,May 17
14093,2006 Spr,May 17
14094,2006 Spr,May 17
14095,2006 Spr,May 17
14096,2006 Spr,May 17
14097,2006 Spr,May 17
14098,2006 Spr,May 17
14099,2006 Spr,May 17
14100,2006 Spr,May 17
14101,2006 Spr,May 17
14102,2006 Spr,May 17
14103,2006 Spr,May 17
14104,2006 Spr,May 17
14105,2006 Spr,May 17
14106,2006 Spr,May 17
14107,2006 Spr,May 17
14108,2006 Spr,May 17
14109,2006 Spr,May 17
14110,2006 Spr,May 17
14111,2006 Spr,May 17
14112,2006 Spr,May 17
14113,2006 Spr,May 17
14114,2006 Spr,May 17
14115,2006 Spr,May 17
14116,2006 Spr,May 17
14117,2006 Spr,May 17
14118,2006 Spr,May 17
14119,2006 Spr,May 17
14120,2006 Spr,May 17
14121,2006 Spr,May 17
14122,2006 Spr,May 17
14123,2006 Spr,May 17
14124,2006 Spr,May 17
14125,2006 Spr,May 17
14126,2006 Spr,May 17
14127,2006 Spr,May 17
14128,2006 Spr,May 17
14129,2006 Spr,May 17
14130,2006 Spr,May 17
14131,2006 Spr,May 17
14132,2006 Spr,May 17
14133,2006 Spr,May 17
14134,2006 Spr,May 17
14135,2006 Spr,May 17
14136,2006 Spr,May 17
14137,2006 Spr,May 17
14138,2006 Spr,May 17
14139,2006 Spr,May 17
14140,2006 Spr,May 17
14141,2006 Spr,May 17
14142,2006 Spr,May 17
14143,2006 Spr,May 17
14144,2006 Spr,May 17
14145,2006 Spr,May 17
14146,2006 Spr,May 17
14147,2006 Spr,May 17
14148,2006 Spr,May 17
14149,2006 Spr,May 17
14150,2006 Spr,May 17
14151,2006 Spr,May 17
14152,2006 Spr,May 17
14153,2006 Spr,May 17
14154,2006 Spr,May 17
14155,2006 Spr,May 17
14156,2006 Spr,May 17
14157,2006 Spr,May 17
14158,2006 Spr,May 17
14159,2006 Spr,May 17
14160,2006 Spr,May 17
14161,2006 Spr,May 17
14162,2006 Spr,May 17
14163,2006 Spr,May 18
14164,2006 Spr,May 18
14165,2006 Spr,May 18
14166,2006 Spr,May 18
14167,2006 Spr,May 18
14168,2006 Spr,May 18
14169,2006 Spr,May 18
14170,2006 Spr,May 18
14171,2006 Spr,May 18
14172,2006 Spr,May 18
14173,2006 Spr,May 18
14174,2006 Spr,May 18
14175,2006 Spr,May 18
14176,2006 Spr,May 18
14177,2006 Spr,May 18
14178,2006 Spr,May 18
14179,2006 Spr,May 18
14180,2006 Spr,May 18
14181,2006 Spr,May 18
14182,2006 Spr,May 18
14183,2006 Spr,May 18
14184,2006 Spr,May 18
14185,2006 Spr,May 18
14186,2006 Spr,May 18
14187,2006 Spr,May 18
14188,2006 Spr,May 18
14189,2006 Spr,May 18
14190,2006 Spr,May 18
14191,2006 Spr,May 18
14192,2006 Spr,May 18
14193,2006 Spr,May 18
14194,2006 Spr,May 18
14195,2006 Spr,May 18
14196,2006 Spr,May 18
14197,2006 Spr,May 18
14198,2006 Spr,May 18
14199,2006 Spr,May 18
14200,2006 Spr,May 18
14201,2006 Spr,May 18
14202,2006 Spr,May 18
14203,2006 Spr,May 18
14204,2006 Spr,May 18
14205,2006 Spr,May 18
14206,2006 Spr,May 18
14207,2006 Spr,May 18
14208,2006 Spr,May 18
14209,2006 Spr,May 18
14210,2006 Spr,May 18
14211,2006 Spr,May 18
14212,2006 Spr,May 18
14213,2006 Spr,May 18
14214,2006 Spr,May 18
14215,2006 Spr,May 18
14216,2006 Spr,May 18
14217,2006 Spr,May 18
14218,2006 Spr,May 18
14219,2006 Spr,May 18
14220,2006 Spr,May 18
14221,2006 Spr,May 18
14222,2006 Spr,May 18
14223,2006 Spr,May 18
14224,2006 Spr,May 18
14225,2006 Spr,May 18
14226,2006 Spr,May 18
14227,2006 Spr,May 18
14228,2006 Spr,May 18
14229,2006 Spr,May 18
14230,2006 Spr,May 18
14231,2006 Spr,May 18
14232,2006 Spr,May 18
14233,2006 Spr,May 18
14234,2006 Spr,May 18
14235,2006 Spr,May 18
14236,2006 Spr,May 18
14237,2006 Spr,May 18
14238,2006 Spr,May 18
14239,2006 Spr,May 18
14240,2006 Spr,May 18
14241,2006 Spr,May 18
14242,2006 Spr,May 19
14243,2006 Spr,May 19
14244,2006 Spr,May 19
14245,2006 Spr,May 19
14246,2006 Spr,May 19
14247,2006 Spr,May 19
14248,2006 Spr,May 19
14249,2006 Spr,May 19
14250,2006 Spr,May 19
14251,2006 Spr,May 19
14252,2006 Spr,May 19
14253,2006 Spr,May 19
14254,2006 Spr,May 19
14255,2006 Spr,May 19
14256,2006 Spr,May 19
14257,2006 Spr,May 19
14258,2006 Spr,May 19
14259,2006 Spr,May 19
14260,2006 Spr,May 19
14261,2006 Spr,May 19
14262,2006 Spr,May 19
14263,2006 Spr,May 19
14264,2006 Spr,May 19
14265,2006 Spr,May 19
14266,2006 Spr,May 19
14267,2006 Spr,May 19
14268,2006 Spr,May 19
14269,2006 Spr,May 19
14270,2006 Spr,May 19
14271,2006 Spr,May 19
14272,2006 Spr,May 20
14273,2006 Spr,May 20
14274,2006 Spr,May 20
14275,2006 Spr,May 20
14276,2006 Spr,May 20
14277,2006 Spr,May 20
14278,2006 Spr,May 20
14279,2006 Spr,May 20
14280,2006 Spr,May 20
14281,2006 Spr,May 20
14282,2006 Spr,May 20
14283,2006 Spr,May 20
14284,2006 Spr,May 20
14285,2006 Spr,May 20
14286,2006 Spr,May 20
14287,2006 Spr,May 20
14288,2006 Spr,May 20
14289,2006 Spr,May 20
14290,2006 Spr,May 20
14291,2006 Spr,May 20
14292,2006 Spr,May 20
14293,2006 Spr,May 20
14294,2006 Spr,May 20
14295,2006 Spr,May 20
14296,2006 Spr,May 20
14297,2006 Spr,May 20
14298,2006 Spr,May 20
14299,2006 Spr,May 20
14300,2006 Spr,May 20
14301,2006 Spr,May 20
14302,2006 Spr,May 21
14303,2006 Spr,May 21
14304,2006 Spr,May 21
14305,2006 Spr,May 21
14306,2006 Spr,May 21
14307,2006 Spr,May 21
14308,2006 Spr,May 21
14309,2006 Spr,May 21
14310,2006 Spr,May 21
14311,2006 Spr,May 21
14312,2006 Spr,May 21
14313,2006 Spr,May 21
14314,2006 Spr,May 21
14315,2006 Spr,May 21
14316,2006 Spr,May 21
14317,2006 Spr,May 21
14318,2006 Spr,May 21
14319,2006 Spr,May 21
14320,2006 Spr,May 21
14321,2006 Spr,May 21
14322,2006 Spr,May 21
14323,2006 Spr,May 21
14324,2006 Spr,May 21
14325,2006 Spr,May 21
14326,2006 Spr,May 21
14327,2006 Spr,May 21
14328,2006 Spr,May 21
14329,2006 Spr,May 21
14330,2006 Spr,May 21
14331,2006 Spr,May 21
14332,2006 Spr,May 21
14333,2006 Spr,May 21
14334,2006 Spr,May 22
14335,2006 Spr,May 23
14336,2006 Spr,May 23
14337,2006 Spr,May 23
14338,2006 Spr,May 23
14339,2006 Spr,May 23
14340,2006 Spr,May 23
14341,2006 Spr,May 23
14342,2006 Spr,May 23
14343,2006 Spr,May 23
14344,2006 Spr,May 23
14345,2006 Spr,May 23
14346,2006 Spr,May 23
14347,2006 Spr,May 23
14348,2006 Spr,May 23
14349,2006 Spr,May 23
14350,2006 Spr,May 23
14351,2006 Spr,May 23
14352,2006 Spr,May 23
14353,2006 Spr,May 23
14354,2006 Spr,May 23
14355,2006 Spr,May 23
14356,2006 Spr,May 23
14357,2006 Spr,May 23
14358,2006 Spr,May 23
14359,2006 Spr,May 24
14360,2006 Spr,May 24
14361,2006 Spr,May 24
14362,2006 Spr,May 24
14363,2006 Spr,May 24
14364,2006 Spr,May 24
14365,2006 Spr,May 24
14366,2006 Spr,May 24
14367,2006 Spr,May 24
14368,2006 Spr,May 24
14369,2006 Spr,May 24
14370,2006 Spr,May 24
14371,2006 Spr,May 24
14372,2006 Spr,May 24
14373,2006 Spr,May 24
14374,2006 Spr,May 24
14375,2006 Spr,May 24
14376,2006 Spr,May 24
14377,2006 Spr,May 24
14378,2006 Spr,May 24
14379,2006 Spr,May 24
14380,2006 Spr,May 24
14381,2006 Spr,May 24
14382,2006 Spr,May 24
14383,2006 Spr,May 24
14384,2006 Spr,May 24
14385,2006 Spr,May 24
14386,2006 Spr,May 24
14387,2006 Spr,May 24
14388,2006 Spr,May 24
14389,2006 Spr,May 24
14390,2006 Spr,May 24
14391,2006 Spr,May 24
14392,2006 Spr,May 24
14393,2006 Spr,May 24
14394,2006 Spr,May 24
14395,2006 Spr,May 24
14396,2006 Spr,May 24
14397,2006 Spr,May 24
14398,2006 Spr,May 24
14399,2006 Spr,May 24
14400,2006 Spr,May 24
14401,2006 Spr,May 24
14402,2006 Spr,May 25
14403,2006 Spr,May 25
14404,2006 Spr,May 25
14405,2006 Spr,May 25
14406,2006 Spr,May 25
14407,2006 Spr,May 25
14408,2006 Spr,May 25
14409,2006 Spr,May 25
14410,2006 Spr,May 25
14411,2006 Spr,May 25
14412,2006 Spr,May 25
14413,2006 Spr,May 25
14414,2006 Spr,May 25
14415,2006 Spr,May 25
14416,2006 Spr,May 25
14417,2006 Spr,May 25
14418,2006 Spr,May 25
14419,2006 Spr,May 25
14420,2006 Spr,May 25
14421,2006 Spr,May 25
14422,2006 Spr,May 25
14423,2006 Spr,May 25
14424,2006 Spr,May 25
14425,2006 Spr,May 25
14426,2006 Spr,May 25
14427,2006 Spr,May 25
14428,2006 Spr,May 25
14429,2006 Spr,May 25
14430,2006 Spr,May 25
14431,2006 Spr,May 25
14432,2006 Spr,May 25
14433,2006 Spr,May 25
14434,2006 Spr,May 26
14435,2006 Spr,May 26
14436,2006 Aut,Oct 18
14437,2006 Aut,Oct 18
14438,2006 Aut,Oct 18
14439,2006 Aut,Oct 18
14440,2006 Aut,Oct 18
14441,2006 Aut,Oct 18
14442,2006 Aut,Oct 18
14443,2006 Aut,Oct 18
14444,2006 Aut,Oct 18
14445,2006 Aut,Oct 18
14446,2006 Aut,Oct 18
14447,2006 Aut,Oct 18
14448,2006 Aut,Oct 18
14449,2006 Aut,Oct 18
14450,2007 Spr,Apr 30
14451,2007 Spr,Apr 30
14452,2007 Spr,Apr 30
14453,2007 Spr,Apr 30
14454,2007 Spr,Apr 30
14455,2007 Spr,Apr 30
14456,2007 Spr,Apr 30
14457,2007 Spr,May 02
14458,2007 Spr,May 02
14459,2007 Spr,May 08
14460,2007 Spr,May 08
14461,2007 Spr,May 09
14462,2007 Spr,May 09
14463,2007 Spr,May 09
14464,2007 Spr,May 09
14465,2007 Spr,May 09
14466,2007 Spr,May 09
14467,2007 Spr,May 09
14468,2007 Spr,May 09
14469,2007 Spr,May 09
14470,2007 Spr,May 09
14471,2007 Spr,May 09
14472,2007 Spr,May 09
14473,2007 Spr,May 09
14474,2007 Spr,May 09
14475,2007 Spr,May 09
14476,2007 Spr,May 09
14477,2007 Spr,May 09
14478,2007 Spr,May 15
14479,2007 Spr,May 15
14480,2007 Spr,May 15
14481,2007 Spr,May 15
14482,2007 Spr,May 15
14483,2007 Spr,May 15
14484,2007 Spr,May 15
14485,2007 Spr,May 15
14486,2007 Spr,May 15
14487,2007 Spr,May 15
14488,2007 Spr,May 15
14489,2007 Spr,May 15
14490,2007 Spr,May 15
14491,2007 Spr,May 15
14492,2007 Spr,May 15
14493,2007 Spr,May 15
14494,2007 Spr,May 15
14495,2007 Spr,May 15
14496,2007 Spr,May 15
14497,2007 Spr,May 15
14498,2007 Spr,May 15
14499,2007 Spr,May 15
14500,2007 Spr,May 15
14501,2007 Spr,May 15
14502,2007 Spr,May 15
14503,2007 Spr,May 15
14504,2007 Spr,May 15
14505,2007 Spr,May 15
14506,2007 Spr,May 15
14507,2007 Spr,May 15
14508,2007 Spr,May 15
14509,2007 Spr,May 15
14510,2007 Spr,May 15
14511,2007 Spr,May 15
14512,2007 Spr,May 15
14513,2007 Spr,May 15
14514,2007 Spr,May 15
14515,2007 Spr,May 15
14516,2007 Spr,May 15
14517,2007 Spr,May 15
14518,2007 Spr,May 15
14519,2007 Spr,May 15
14520,2007 Spr,May 15
14521,2007 Spr,May 15
14522,2007 Spr,May 15
14523,2007 Spr,May 15
14524,2007 Spr,May 15
14525,2007 Spr,May 15
14526,2007 Spr,May 15
14527,2007 Spr,May 15
14528,2007 Spr,May 15
14529,2007 Spr,May 15
14530,2007 Spr,May 15
14531,2007 Spr,May 15
14532,2007 Spr,May 16
14533,2007 Spr,May 16
14534,2007 Spr,May 16
14535,2007 Spr,May 16
14536,2007 Spr,May 16
14537,2007 Spr,May 16
14538,2007 Spr,May 16
14539,2007 Spr,May 16
14540,2007 Spr,May 16
14541,2007 Spr,May 16
14542,2007 Spr,May 16
14543,2007 Spr,May 16
14544,2007 Spr,May 16
14545,2007 Spr,May 16
14546,2007 Spr,May 16
14547,2007 Spr,May 16
14548,2007 Spr,May 16
14549,2007 Spr,May 16
14550,2007 Spr,May 16
14551,2007 Spr,May 16
14552,2007 Spr,May 16
14553,2007 Spr,May 16
14554,2007 Spr,May 16
14555,2007 Spr,May 16
14556,2007 Spr,May 16
14557,2007 Spr,May 16
14558,2007 Spr,May 16
14559,2007 Spr,May 16
14560,2007 Spr,May 16
14561,2007 Spr,May 16
14562,2007 Spr,May 16
14563,2007 Spr,May 16
14564,2007 Spr,May 16
14565,2007 Spr,May 16
14566,2007 Spr,May 16
14567,2007 Spr,May 16
14568,2007 Spr,May 16
14569,2007 Spr,May 16
14570,2007 Spr,May 16
14571,2007 Spr,May 16
14572,2007 Spr,May 16
14573,2007 Spr,May 16
14574,2007 Spr,May 16
14575,2007 Spr,May 16
14576,2007 Spr,May 16
14577,2007 Spr,May 16
14578,2007 Spr,May 16
14579,2007 Spr,May 16
14580,2007 Spr,May 16
14581,2007 Spr,May 16
14582,2007 Spr,May 16
14583,2007 Spr,May 16
14584,2007 Spr,May 16
14585,2007 Spr,May 16
14586,2007 Spr,May 16
14587,2007 Spr,May 16
14588,2007 Spr,May 16
14589,2007 Spr,May 16
14590,2007 Spr,May 16
14591,2007 Spr,May 16
14592,2007 Spr,May 16
14593,2007 Spr,May 16
14594,2007 Spr,May 16
14595,2007 Spr,May 16
14596,2007 Spr,May 16
14597,2007 Spr,May 16
14598,2007 Spr,May 16
14599,2007 Spr,May 16
14600,2007 Spr,May 16
14601,2007 Spr,May 16
14602,2007 Spr,May 16
14603,2007 Spr,May 16
14604,2007 Spr,May 16
14605,2007 Spr,May 16
14606,2007 Spr,May 16
14607,2007 Spr,May 16
14608,2007 Spr,May 16
14609,2007 Spr,May 16
14610,2007 Spr,May 16
14611,2007 Spr,May 16
14612,2007 Spr,May 16
14613,2007 Spr,May 16
14614,2007 Spr,May 16
14615,2007 Spr,May 16
14616,2007 Spr,May 16
14617,2007 Spr,May 16
14618,2007 Spr,May 16
14619,2007 Spr,May 16
14620,2007 Spr,May 16
14621,2007 Spr,May 16
14622,2007 Spr,May 16
14623,2007 Spr,May 16
14624,2007 Spr,May 16
14625,2007 Spr,May 16
14626,2007 Spr,May 16
14627,2007 Spr,May 16
14628,2007 Spr,May 16
14629,2007 Spr,May 16
14630,2007 Spr,May 16
14631,2007 Spr,May 16
14632,2007 Spr,May 16
14633,2007 Spr,May 16
14634,2007 Spr,May 16
14635,2007 Spr,May 16
14636,2007 Spr,May 16
14637,2007 Spr,May 16
14638,2007 Spr,May 16
14639,2007 Spr,May 16
14640,2007 Spr,May 16
14641,2007 Spr,May 16
14642,2007 Spr,May 16
14643,2007 Spr,May 16
14644,2007 Spr,May 16
14645,2007 Spr,May 17
14646,2007 Spr,May 17
14647,2007 Spr,May 17
14648,2007 Spr,May 17
14649,2007 Spr,May 17
14650,2007 Spr,May 17
14651,2007 Spr,May 17
14652,2007 Spr,May 17
14653,2007 Spr,May 17
14654,2007 Spr,May 17
14655,2007 Spr,May 17
14656,2007 Spr,May 17
14657,2007 Spr,May 17
14658,2007 Spr,May 17
14659,2007 Spr,May 17
14660,2007 Spr,May 17
14661,2007 Spr,May 17
14662,2007 Spr,May 17
14663,2007 Spr,May 17
14664,2007 Spr,May 17
14665,2007 Spr,May 17
14666,2007 Spr,May 17
14667,2007 Spr,May 17
14668,2007 Spr,May 17
14669,2007 Spr,May 17
14670,2007 Spr,May 17
14671,2007 Spr,May 17
14672,2007 Spr,May 17
14673,2007 Spr,May 17
14674,2007 Spr,May 17
14675,2007 Spr,May 17
14676,2007 Spr,May 17
14677,2007 Spr,May 17
14678,2007 Spr,May 17
14679,2007 Spr,May 17
14680,2007 Spr,May 17
14681,2007 Spr,May 17
14682,2007 Spr,May 17
14683,2007 Spr,May 17
14684,2007 Spr,May 17
14685,2007 Spr,May 17
14686,2007 Spr,May 17
14687,2007 Spr,May 17
14688,2007 Spr,May 17
14689,2007 Spr,May 17
14690,2007 Spr,May 17
14691,2007 Spr,May 17
14692,2007 Spr,May 17
14693,2007 Spr,May 17
14694,2007 Spr,May 17
14695,2007 Spr,May 17
14696,2007 Spr,May 18
14697,2007 Spr,May 18
14698,2007 Spr,May 18
14699,2007 Spr,May 18
14700,2007 Spr,May 18
14701,2007 Spr,May 18
14702,2007 Spr,May 18
14703,2007 Spr,May 18
14704,2007 Spr,May 18
14705,2007 Spr,May 18
14706,2007 Spr,May 18
14707,2007 Spr,May 18
14708,2007 Spr,May 18
14709,2007 Spr,May 18
